zip,city,county,state,center_latitude,center_longitude
00501,Holtsville,Suffolk,NY,40.81,-73.04
00544,Holtsville,Suffolk,NY,40.81,-73.04
00601,Adjuntas,Adjuntas,PR,18.16,-66.72
00602,Aguada,,PR,18.38,-67.18
00603,Aguadilla,Aguadilla,PR,18.43,-67.15
00604,Aguadilla,,PR,18.43,-67.15
00605,Aguadilla,,PR,18.43,-67.15
00606,Maricao,Maricao,PR,18.18,-66.98
00610,Anasco,,PR,18.28,-67.14
00611,Angeles,,PR,18.28,-66.79
00612,Arecibo,Arecibo,PR,18.45,-66.73
00613,Arecibo,,PR,18.45,-66.73
00614,Arecibo,,PR,18.45,-66.73
00616,Bajadero,Arecibo,PR,18.4,-66.66
00617,Barceloneta,Barceloneta,PR,18.45,-66.53
00622,Boqueron,,PR,17.99,-67.15
00623,"Cabo Rojo",,PR,18.08,-67.14
00624,Penuelas,,PR,18.06,-66.72
00627,Camuy,,PR,18.48,-66.84
00631,Castaner,,PR,18.19,-66.82
00636,Rosario,,PR,18.15,-67.06
00637,"Sabana Grande",,PR,18.08,-66.96
00638,Ciales,,PR,18.33,-66.47
00641,Utuado,,PR,18.27,-66.7
00646,Dorado,,PR,18.47,-66.27
00647,Ensenada,,PR,17.96,-66.94
00650,Florida,,PR,18.36,-66.56
00652,Garrochales,Arecibo,PR,18.45,-66.6
00653,Guanica,,PR,17.97,-66.93
00656,Guayanilla,,PR,18.02,-66.79
00659,Hatillo,,PR,18.48,-66.82
00660,Hormigueros,,PR,18.14,-67.12
00662,Isabela,,PR,18.5,-67.02
00664,Jayuya,,PR,18.22,-66.59
00667,Lajas,,PR,18.04,-67.06
00669,Lares,,PR,18.29,-66.88
00670,"Las Marias",,PR,18.27,-67.06
00674,Manati,,PR,18.43,-66.48
00676,Moca,,PR,18.39,-67.11
00677,Rincon,,PR,18.34,-67.25
00678,Quebradillas,,PR,18.47,-66.93
00680,Mayaguez,,PR,18.2,-67.14
00681,Mayaguez,,PR,18.2,-67.14
00682,Mayaguez,,PR,18.2,-67.14
00683,"San German",,PR,18.08,-67.04
00685,"San Sebastian",,PR,18.33,-66.99
00687,Morovis,,PR,18.32,-66.4
00688,"Sabana Hoyos",,PR,18.38,-66.62
00690,"San Antonio",,PR,18.49,-67.09
00692,"Vega Alta",,PR,18.41,-66.32
00693,"Vega Baja",,PR,18.44,-66.39
00694,"Vega Baja",,PR,18.44,-66.39
00698,Yauco,,PR,18.03,-66.86
00703,"Aguas Buenas",,PR,18.25,-66.1
00704,Aguirre,,PR,17.96,-66.22
00705,Aibonito,,PR,18.14,-66.26
00707,Maunabo,,PR,18,-65.9
00714,Arroyo,,PR,17.97,-66.06
00715,Mercedita,,PR,18,-66.56
00716,Ponce,Ponce,PR,17.98,-66.6
00717,Ponce,,PR,17.98,-66.6
00718,Naguabo,,PR,18.21,-65.73
00719,Naranjito,,PR,18.3,-66.24
00720,Orocovis,,PR,18.22,-66.39
00721,Palmer,,PR,18.37,-65.77
00723,Patillas,Patillas,PR,18,-66.01
00725,Caguas,,PR,18.23,-66.03
00726,Caguas,,PR,18.23,-66.03
00727,Caguas,,PR,18.23,-66.03
00728,Ponce,,PR,17.98,-66.6
00729,Canovanas,Canovanas,PR,18.37,-65.9
00730,Ponce,,PR,17.98,-66.6
00731,Ponce,,PR,17.98,-66.6
00732,Ponce,,PR,17.98,-66.6
00733,Ponce,,PR,17.98,-66.6
00734,Ponce,,PR,17.98,-66.6
00735,Ceiba,,PR,18.26,-65.64
00736,Cayey,,PR,18.11,-66.16
00737,Cayey,,PR,18.11,-66.16
00738,Fajardo,,PR,18.33,-65.65
00739,Cidra,,PR,18.17,-66.15
00740,"Puerto Real",,PR,18.33,-65.63
00741,"Punta Santiago",,PR,18.15,-65.76
00742,"Roosevelt Roads",,PR,18.27,-65.65
00744,"Rio Blanco",,PR,18.22,-65.79
00745,"Rio Grande",,PR,18.38,-65.83
00751,Salinas,,PR,17.97,-66.29
00754,"San Lorenzo",,PR,18.19,-65.96
00757,"Santa Isabel","Santa Isabel",PR,17.97,-66.4
00765,Vieques,,PR,18.42,-65.83
00766,Villalba,,PR,18.13,-66.48
00767,Yabucoa,,PR,18.04,-65.87
00769,Coamo,,PR,18.08,-66.36
00771,"Las Piedras",,PR,18.18,-65.86
00772,Loiza,,PR,18.43,-65.88
00773,Luquillo,,PR,18.37,-65.71
00775,Culebra,,PR,18.31,-65.3
00777,Juncos,,PR,18.22,-65.91
00778,Gurabo,,PR,18.25,-65.97
00780,"Coto Laurel",,PR,18.09,-66.57
00782,Comerio,,PR,18.22,-66.22
00783,Corozal,,PR,18.34,-66.31
00784,Guayama,,PR,17.97,-66.11
00785,Guayama,,PR,17.97,-66.11
00786,"La Plata",Aibonito,PR,18.16,-66.23
00791,Humacao,,PR,18.15,-65.81
00792,Humacao,,PR,18.15,-65.81
00794,Barranquitas,,PR,18.18,-66.3
00795,"Juana Diaz",,PR,18.05,-66.5
00801,"St Thomas",,VI,18.35,-64.93
00802,"St. Thomas","St. Thomas",VI,18.35,-64.93
00803,"St Thomas",,VI,18.35,-64.93
00804,"St Thomas",,VI,18.35,-64.93
00805,"St Thomas",,VI,18.34,-64.93
00820,"St. Croix","St. Croix",VI,17.74,-64.7
00821,Christiansted,,VI,17.74,-64.7
00822,Christiansted,,VI,17.74,-64.7
00823,"St. Croix","St. Croix",VI,17.74,-64.7
00824,Christiansted,,VI,17.74,-64.7
00830,"St John",,VI,18.33,-64.79
00831,"St John",,VI,18.33,-64.79
00840,Frederiksted,,VI,17.71,-64.88
00841,Frederiksted,,VI,17.71,-64.88
00850,Kingshill,,VI,17.76,-64.82
00851,Kingshill,,VI,17.73,-64.8
00901,"San Juan","San Juan",PR,18.4,-66.06
00902,"San Juan",,PR,18.4,-66.06
00906,"San Juan",,PR,18.4,-66.06
00907,"San Juan",,PR,18.4,-66.06
00908,"San Juan",,PR,18.4,-66.06
00909,"San Juan",,PR,18.44,-66.06
00910,"San Juan",,PR,18.4,-66.06
00911,"San Juan",,PR,18.4,-66.06
00912,"San Juan",,PR,18.4,-66.06
00913,"San Juan",,PR,18.4,-66.06
00914,"San Juan",,PR,18.4,-66.06
00915,"San Juan",,PR,18.4,-66.06
00916,"San Juan",,PR,18.4,-66.06
00917,"San Juan",,PR,18.4,-66.06
00918,"San Juan","San Juan",PR,18.4,-66.06
00919,"San Juan",,PR,18.4,-66.06
00920,"San Juan",,PR,18.4,-66.06
00921,"San Juan",,PR,18.4,-66.06
00922,"San Juan",,PR,18.4,-66.06
00923,"San Juan",,PR,18.4,-66.06
00924,"San Juan",,PR,18.4,-66.06
00925,"San Juan",,PR,18.4,-66.06
00926,"San Juan",,PR,18.4,-66.06
00927,"San Juan",,PR,18.4,-66.06
00928,"San Juan",,PR,18.4,-66.06
00929,"San Juan","San Juan",PR,18.4,-66.06
00930,"San Juan",,PR,18.4,-66.06
00931,"San Juan","San Juan",PR,18.4,-66.06
00933,"San Juan","San Juan",PR,18.4,-66.06
00934,"Fort Buchanan",,PR,18.41,-66.11
00935,"San Juan","San Juan",PR,18.4,-66.06
00936,"San Juan",,PR,18.4,-66.06
00937,"San Juan","San Juan",PR,18.4,-66.06
00939,"San Juan","San Juan",PR,18.4,-66.06
00940,"San Juan",,PR,18.4,-66.06
00949,"Toa Baja",,PR,18.44,-66.25
00950,"Toa Baja",,PR,18.44,-66.25
00951,"Toa Baja",,PR,18.44,-66.25
00952,"Sabana Seca","Toa Baja",PR,18.42,-66.19
00953,"Toa Alta","Toa Alta",PR,18.39,-66.25
00954,"Toa Alta","Toa Alta",PR,18.39,-66.25
00955,"San Juan","San Juan",PR,18.4,-66.06
00956,Bayamon,Bayamon,PR,18.28,-66.13
00957,Bayamon,Bayamon,PR,18.28,-66.13
00958,Bayamon,Bayamon,PR,18.28,-66.13
00959,Bayamon,Bayamon,PR,18.28,-66.13
00960,Bayamon,,PR,18.28,-66.13
00961,Bayamon,Bayamon,PR,18.41,-66.15
00962,Catano,Cata̱o,PR,18.43,-66.11
00963,Catano,Catano,PR,18.43,-66.11
00965,Guaynabo,Guaynabo,PR,18.38,-66.11
00966,Guaynabo,Guaynabo,PR,18.38,-66.11
00968,Guaynabo,Guaynabo,PR,18.38,-66.11
00969,Guaynabo,Guaynabo,PR,18.38,-66.11
00970,Guaynabo,,PR,18.38,-66.11
00971,Guaynabo,Guaynabo,PR,18.38,-66.11
00975,"San Juan","San Juan",PR,18.4,-66.06
00976,"Trujillo Alto","Trujillo Alto",PR,18.36,-66.01
00977,"Trujillo Alto",,PR,18.36,-66.01
00978,"Saint Just","San Juan",PR,18.37,-66.01
00979,Carolina,Carolina,PR,18.4,-65.98
00981,Carolina,Carolina,PR,18.4,-65.98
00982,Carolina,Carolina,PR,18.4,-65.98
00983,Carolina,Carolina,PR,18.4,-65.98
00984,Carolina,Carolina,PR,18.4,-65.98
00985,Carolina,Carolina,PR,18.4,-65.98
00986,Carolina,Carolina,PR,18.4,-65.98
00987,Carolina,Carolina,PR,18.4,-65.98
00988,Carolina,Carolina,PR,18.4,-65.98
01001,Agawam,Hampden,MA,42.06,-72.61
01002,Amherst,Hampshire,MA,42.37,-72.52
01003,Amherst,Hampshire,MA,42.37,-72.52
01004,Amherst,Hampshire,MA,42.37,-72.52
01005,Barre,Worcester,MA,42.42,-72.1
01007,Belchertown,Hampshire,MA,42.27,-72.4
01008,Blandford,Hampden,MA,42.18,-72.93
01009,Bondsville,Hampden,MA,42.2,-72.34
01010,Brimfield,Hampden,MA,42.11,-72.2
01011,Chester,Hampden,MA,42.28,-72.98
01012,Chesterfield,Hampshire,MA,42.4,-72.85
01013,Chicopee,Hampden,MA,42.17,-72.57
01014,Chicopee,Hampden,MA,42.17,-72.57
01020,Chicopee,Hampden,MA,42.17,-72.57
01021,Chicopee,Hampden,MA,42.17,-72.57
01022,Chicopee,Hampden,MA,42.17,-72.57
01026,Cummington,Hampshire,MA,42.46,-72.9
01027,Easthampton,Hampshire,MA,42.26,-72.68
01028,"East Longmeadow",Hampden,MA,42.06,-72.51
01029,"East Otis",Berkshire,MA,42.17,-73.03
01030,"Feeding Hills",Hampden,MA,42.06,-72.67
01031,Gilbertville,Worcester,MA,42.35,-72.21
01032,Goshen,Hampshire,MA,42.43,-72.8
01033,Granby,Hampshire,MA,42.26,-72.52
01034,Granville,Hampden,MA,42.06,-72.86
01035,Hadley,Hampshire,MA,42.35,-72.58
01036,Hampden,Hampden,MA,42.06,-72.41
01037,Hardwick,Worcester,MA,42.35,-72.2
01038,Hatfield,Hampshire,MA,42.37,-72.6
01039,Haydenville,Hampshire,MA,42.39,-72.7
01040,Holyoke,Hampden,MA,42.21,-72.64
01041,Holyoke,Hampden,MA,42.21,-72.64
01050,Huntington,Hampshire,MA,42.23,-72.88
01053,Leeds,Hampshire,MA,42.35,-72.71
01054,Leverett,Franklin,MA,42.45,-72.5
01056,Ludlow,Hampden,MA,42.16,-72.48
01057,Monson,Hampden,MA,42.09,-72.31
01059,"North Amherst",Hampshire,MA,42.4,-72.52
01060,Northampton,Hampshire,MA,42.32,-72.67
01061,Northampton,Hampshire,MA,42.32,-72.67
01062,Florence,Hampshire,MA,42.32,-72.67
01063,Northampton,Hampshire,MA,42.32,-72.67
01066,"North Hatfield",Franklin,MA,42.4,-72.6
01068,Oakham,Worcester,MA,42.35,-72.05
01069,Palmer,Hampden,MA,42.16,-72.32
01070,Plainfield,Hampshire,MA,42.51,-72.91
01071,Russell,Hampden,MA,42.18,-72.85
01072,Shutesbury,Franklin,MA,42.45,-72.4
01073,Southampton,Hampshire,MA,42.23,-72.73
01074,"South Barre",Worcester,MA,42.38,-72.09
01075,"South Hadley",Hampshire,MA,42.26,-72.56
01077,Southwick,Hampden,MA,42.05,-72.76
01079,Thorndike,Hampden,MA,42.18,-72.33
01080,"Three Rivers",Hampden,MA,42.18,-72.37
01081,Wales,Hampden,MA,42.06,-72.21
01082,Ware,Hampshire,MA,42.25,-72.24
01083,Warren,Worcester,MA,42.21,-72.19
01084,"West Chesterfield",Hampshire,MA,42.41,-72.87
01085,Westfield,Hampden,MA,42.13,-72.75
01086,Westfield,Hampden,MA,42.13,-72.75
01088,"West Hatfield",Hampshire,MA,42.39,-72.64
01089,"West Springfield",Hampden,MA,42.12,-72.65
01090,"West Springfield",Hampden,MA,42.12,-72.65
01092,"West Warren",Worcester,MA,42.2,-72.2
01093,Whately,Franklin,MA,42.45,-72.61
01094,Wheelwright,Worcester,MA,42.35,-72.14
01095,Wilbraham,Hampden,MA,42.13,-72.43
01096,Williamsburg,Hampshire,MA,42.4,-72.71
01097,Woronoco,Hampden,MA,42.19,-72.82
01098,Worthington,Hampshire,MA,42.41,-72.93
01101,Springfield,Hampden,MA,42.11,-72.53
01102,Springfield,Hampden,MA,42.11,-72.53
01103,Springfield,Hampden,MA,42.11,-72.53
01104,Springfield,Hampden,MA,42.11,-72.53
01105,Springfield,Hampden,MA,42.11,-72.53
01106,Longmeadow,Hampden,MA,42.04,-72.57
01107,Springfield,Hampden,MA,42.11,-72.53
01108,Springfield,Hampden,MA,42.11,-72.53
01109,Springfield,Hampden,MA,42.11,-72.53
01111,Springfield,Hampden,MA,42.11,-72.53
01115,Springfield,Hampden,MA,42.11,-72.53
01116,Longmeadow,Hampden,MA,42.04,-72.57
01118,Springfield,Hampden,MA,42.11,-72.53
01119,Springfield,Hampden,MA,42.11,-72.53
01128,Springfield,Hampden,MA,42.11,-72.53
01129,Springfield,Hampden,MA,42.11,-72.53
01133,Springfield,Hampden,MA,42.1,-72.59
01138,Springfield,Hampden,MA,42.11,-72.53
01139,Springfield,Hampden,MA,42.11,-72.53
01144,Springfield,Hampden,MA,42.11,-72.53
01151,"Indian Orchard",Hampden,MA,42.15,-72.51
01152,Springfield,Hampden,MA,42.11,-72.53
01195,Springfield,Hampden,MA,42.1,-72.58
01199,Springfield,Hampden,MA,42.11,-72.53
01201,Pittsfield,Berkshire,MA,42.45,-73.26
01202,Pittsfield,Berkshire,MA,42.45,-73.26
01203,Pittsfield,Berkshire,MA,42.45,-73.26
01220,Adams,Berkshire,MA,42.62,-73.11
01222,"Ashley Falls",Berkshire,MA,42.05,-73.33
01223,Becket,Berkshire,MA,42.33,-73.07
01224,Berkshire,Berkshire,MA,42.51,-73.19
01225,Cheshire,Berkshire,MA,42.55,-73.15
01226,Dalton,Berkshire,MA,42.47,-73.16
01227,Dalton,Berkshire,MA,42.47,-73.16
01229,Glendale,Berkshire,MA,42.3,-73.32
01230,"Great Barrington",Berkshire,MA,42.19,-73.35
01235,Hinsdale,Berkshire,MA,42.42,-73.07
01236,Housatonic,Berkshire,MA,42.25,-73.36
01237,Lanesboro,Berkshire,MA,42.51,-73.22
01238,Lee,Berkshire,MA,42.3,-73.25
01240,Lenox,Berkshire,MA,42.35,-73.28
01242,"Lenox Dale",Berkshire,MA,42.36,-73.27
01243,Middlefield,Hampshire,MA,42.35,-73.01
01244,"Mill River",Berkshire,MA,42.12,-73.27
01245,Monterey,Berkshire,MA,42.18,-73.21
01247,"North Adams",Berkshire,MA,42.68,-73.11
01252,"North Egremont",Berkshire,MA,42.17,-73.44
01253,Otis,Berkshire,MA,42.19,-73.07
01254,Richmond,Berkshire,MA,42.37,-73.36
01255,Sandisfield,Berkshire,MA,42.11,-73.13
01256,Savoy,Berkshire,MA,42.56,-73.02
01257,Sheffield,Berkshire,MA,42.1,-73.34
01258,"South Egremont",Berkshire,MA,42.16,-73.41
01259,Southfield,Berkshire,MA,42.07,-73.23
01260,"South Lee",Berkshire,MA,42.3,-73.23
01262,Stockbridge,Berkshire,MA,42.3,-73.32
01263,Stockbridge,Berkshire,MA,42.3,-73.32
01264,Tyringham,Berkshire,MA,42.24,-73.19
01266,"West Stockbridge",Berkshire,MA,42.31,-73.39
01267,Williamstown,Berkshire,MA,42.7,-73.2
01270,Windsor,Berkshire,MA,42.51,-73.04
01301,Greenfield,Franklin,MA,42.58,-72.59
01302,Greenfield,Franklin,MA,42.58,-72.59
01330,Ashfield,Franklin,MA,42.53,-72.78
01331,Athol,Worcester,MA,42.59,-72.23
01337,Bernardston,Franklin,MA,42.66,-72.55
01338,Buckland,Franklin,MA,42.6,-72.78
01339,Charlemont,Franklin,MA,42.63,-72.88
01340,Colrain,Franklin,MA,42.66,-72.68
01341,Conway,Franklin,MA,42.51,-72.68
01342,Deerfield,Franklin,MA,42.55,-72.6
01343,Drury,Berkshire,MA,42.68,-72.98
01344,Erving,Franklin,MA,42.6,-72.4
01346,Heath,Franklin,MA,42.66,-72.83
01347,"Lake Pleasant",Franklin,MA,42.53,-72.54
01349,"Millers Falls",Franklin,MA,42.59,-72.55
01350,"Monroe Bridge",Franklin,MA,42.72,-72.98
01351,Montague,Franklin,MA,42.53,-72.53
01354,Gill,Franklin,MA,42.7,-72.43
01355,"New Salem",Franklin,MA,42.5,-72.33
01360,Northfield,Franklin,MA,42.7,-72.43
01364,Orange,Franklin,MA,42.59,-72.3
01366,Petersham,Worcester,MA,42.48,-72.18
01367,Rowe,Franklin,MA,42.7,-72.9
01368,Royalston,Worcester,MA,42.68,-72.18
01370,"Shelburne Falls",Franklin,MA,42.6,-72.74
01373,"South Deerfield",Franklin,MA,42.47,-72.59
01375,Sunderland,Franklin,MA,42.46,-72.58
01376,"Turners Falls",Franklin,MA,42.59,-72.55
01378,Warwick,Franklin,MA,42.68,-72.33
01379,Wendell,Franklin,MA,42.55,-72.4
01380,"Wendell Depot",Franklin,MA,42.58,-72.37
01420,Fitchburg,Worcester,MA,42.58,-71.81
01430,Ashburnham,Worcester,MA,42.63,-71.9
01431,Ashby,Middlesex,MA,42.68,-71.81
01432,Ayer,Middlesex,MA,42.56,-71.58
01434,Devens,Worcester,MA,42.53,-71.61
01436,Baldwinville,Worcester,MA,42.6,-72.07
01438,"East Templeton",Worcester,MA,42.53,-72.05
01440,Gardner,Worcester,MA,42.58,-71.98
01441,Westminster,Worcester,MA,42.58,-71.98
01450,Groton,Middlesex,MA,42.6,-71.57
01451,Harvard,Worcester,MA,42.5,-71.58
01452,Hubbardston,Worcester,MA,42.48,-72.01
01453,Leominster,Worcester,MA,42.51,-71.77
01460,Littleton,Middlesex,MA,42.53,-71.47
01462,Lunenburg,Worcester,MA,42.59,-71.72
01463,Pepperell,Middlesex,MA,42.66,-71.58
01464,Shirley,Middlesex,MA,42.54,-71.65
01467,"Still River",Worcester,MA,42.49,-71.61
01468,Templeton,Worcester,MA,42.55,-72.06
01469,Townsend,Middlesex,MA,42.66,-71.7
01470,Groton,Middlesex,MA,42.6,-71.57
01471,Groton,Middlesex,MA,42.6,-71.57
01472,"West Groton",Middlesex,MA,42.61,-71.62
01473,Westminster,Worcester,MA,42.55,-71.9
01474,"West Townsend",Middlesex,MA,42.66,-71.74
01475,Winchendon,Worcester,MA,42.68,-72.04
01477,"Winchendon Springs",Worcester,MA,42.69,-72.01
01501,Auburn,Worcester,MA,42.2,-71.83
01503,Berlin,Worcester,MA,42.38,-71.63
01504,Blackstone,Worcester,MA,42.01,-71.5
01505,Boylston,Worcester,MA,42.35,-71.73
01506,Brookfield,Worcester,MA,42.21,-72.1
01507,Charlton,Worcester,MA,42.13,-71.96
01508,"Charlton City",Worcester,MA,42.13,-71.96
01509,"Charlton Depot",Worcester,MA,42.13,-71.96
01510,Clinton,Worcester,MA,42.41,-71.68
01515,"East Brookfield",Worcester,MA,42.22,-72.04
01516,Douglas,Worcester,MA,42.05,-71.73
01517,"East Princeton",Worcester,MA,42.46,-71.89
01518,Fiskdale,Worcester,MA,42.12,-72.11
01519,Grafton,Worcester,MA,42.2,-71.68
01520,Holden,Worcester,MA,42.35,-71.85
01521,Holland,Hampden,MA,42.05,-72.15
01522,Jefferson,Worcester,MA,42.38,-71.87
01523,Lancaster,Worcester,MA,42.45,-71.66
01524,Leicester,Worcester,MA,42.25,-71.9
01525,Linwood,Worcester,MA,42.05,-71.64
01526,Manchaug,Worcester,MA,42.12,-71.76
01527,Millbury,Worcester,MA,42.19,-71.76
01529,Millville,Worcester,MA,42.03,-71.58
01531,"New Braintree",Worcester,MA,42.31,-72.13
01532,Northborough,Worcester,MA,42.31,-71.64
01534,Northbridge,Worcester,MA,42.15,-71.65
01535,"North Brookfield",Worcester,MA,42.27,-72.08
01536,"North Grafton",Worcester,MA,42.23,-71.69
01537,"North Oxford",Worcester,MA,42.16,-71.88
01538,"North Uxbridge",Worcester,MA,42.05,-71.64
01540,Oxford,Worcester,MA,42.11,-71.87
01541,Princeton,Worcester,MA,42.45,-71.86
01542,Rochdale,Worcester,MA,42.2,-71.9
01543,Rutland,Worcester,MA,42.36,-71.95
01545,Shrewsbury,Worcester,MA,42.3,-71.71
01546,Shrewsbury,Worcester,MA,42.3,-71.71
01550,Southbridge,Worcester,MA,42.08,-72.03
01560,"South Grafton",Worcester,MA,42.17,-71.68
01561,"South Lancaster",Worcester,MA,42.43,-71.69
01562,Spencer,Worcester,MA,42.24,-71.99
01564,Sterling,Worcester,MA,42.43,-71.75
01566,Sturbridge,Worcester,MA,42.09,-72.06
01568,Upton,Worcester,MA,42.17,-71.61
01569,Uxbridge,Worcester,MA,42.08,-71.6
01570,Webster,Worcester,MA,42.04,-71.87
01571,Dudley,Worcester,MA,42.05,-71.93
01580,Westborough,Worcester,MA,42.26,-71.61
01581,Westborough,Worcester,MA,42.26,-71.61
01582,Westborough,Worcester,MA,42.26,-71.61
01583,"West Boylston",Worcester,MA,42.36,-71.78
01585,"West Brookfield",Worcester,MA,42.23,-72.14
01586,"West Millbury",Worcester,MA,42.19,-71.76
01588,Whitinsville,Worcester,MA,42.11,-71.67
01590,Sutton,Worcester,MA,42.15,-71.76
01601,Worcester,Worcester,MA,42.26,-71.8
01602,Worcester,Worcester,MA,42.26,-71.8
01603,Worcester,Worcester,MA,42.26,-71.8
01604,Worcester,Worcester,MA,42.26,-71.8
01605,Worcester,Worcester,MA,42.26,-71.8
01606,Worcester,Worcester,MA,42.26,-71.8
01607,Worcester,Worcester,MA,42.26,-71.8
01608,Worcester,Worcester,MA,42.26,-71.8
01609,Worcester,Worcester,MA,42.26,-71.8
01610,Worcester,Worcester,MA,42.26,-71.8
01611,"Cherry Valley",Worcester,MA,42.23,-71.87
01612,Paxton,Worcester,MA,42.31,-71.93
01613,Worcester,Worcester,MA,42.26,-71.8
01614,Worcester,Worcester,MA,42.26,-71.8
01615,Worcester,Worcester,MA,42.26,-71.8
01653,Worcester,Worcester,MA,42.26,-71.8
01654,Worcester,Worcester,MA,42.26,-71.8
01655,Worcester,Worcester,MA,42.26,-71.8
01701,Framingham,Middlesex,MA,42.3,-71.43
01702,Framingham,Middlesex,MA,42.3,-71.43
01703,Framingham,Middlesex,MA,42.3,-71.43
01704,Framingham,Middlesex,MA,42.3,-71.43
01705,Framingham,Middlesex,MA,42.3,-71.43
01718,"Village Of Nagog Woods",Middlesex,MA,42.51,-71.41
01719,Boxborough,Middlesex,MA,42.5,-71.5
01720,Acton,Middlesex,MA,42.48,-71.46
01721,Ashland,Middlesex,MA,42.25,-71.46
01730,Bedford,Middlesex,MA,42.48,-71.26
01731,"Hanscom Afb",Middlesex,MA,42.46,-71.28
01740,Bolton,Worcester,MA,42.43,-71.6
01741,Carlisle,Middlesex,MA,42.53,-71.35
01742,Concord,Middlesex,MA,42.45,-71.35
01745,Fayville,Worcester,MA,42.29,-71.5
01746,Holliston,Middlesex,MA,42.2,-71.43
01747,Hopedale,Worcester,MA,42.12,-71.54
01748,Hopkinton,Middlesex,MA,42.22,-71.52
01749,Hudson,Middlesex,MA,42.39,-71.56
01752,Marlborough,Middlesex,MA,42.34,-71.54
01754,Maynard,Middlesex,MA,42.42,-71.45
01756,Mendon,Worcester,MA,42.1,-71.55
01757,Milford,Worcester,MA,42.14,-71.51
01760,Natick,Middlesex,MA,42.28,-71.35
01770,Sherborn,Middlesex,MA,42.23,-71.36
01772,Southborough,Worcester,MA,42.3,-71.51
01773,Lincoln,Middlesex,MA,42.41,-71.3
01775,Stow,Middlesex,MA,42.43,-71.5
01776,Sudbury,Middlesex,MA,42.36,-71.4
01778,Wayland,Middlesex,MA,42.36,-71.36
01784,Woodville,Middlesex,MA,42.23,-71.55
01801,Woburn,Middlesex,MA,42.48,-71.15
01803,Burlington,Middlesex,MA,42.5,-71.2
01805,Burlington,Middlesex,MA,42.5,-71.2
01806,Woburn,Middlesex,MA,42.47,-71.15
01807,Woburn,Middlesex,MA,42.48,-71.15
01808,Woburn,Middlesex,MA,42.5,-71.12
01810,Andover,Essex,MA,42.65,-71.14
01812,Andover,Essex,MA,42.65,-71.14
01813,Woburn,Middlesex,MA,42.48,-71.15
01815,Woburn,Middlesex,MA,42.48,-71.15
01821,Billerica,Middlesex,MA,42.55,-71.26
01822,Billerica,Middlesex,MA,42.55,-71.26
01824,Chelmsford,Middlesex,MA,42.59,-71.36
01826,Dracut,Middlesex,MA,42.66,-71.3
01827,Dunstable,Middlesex,MA,42.66,-71.48
01830,Haverhill,Essex,MA,42.78,-71.08
01831,Haverhill,Essex,MA,42.78,-71.08
01832,Haverhill,Essex,MA,42.78,-71.08
01833,Georgetown,Essex,MA,42.73,-70.98
01834,Groveland,Essex,MA,42.75,-71.03
01835,Haverhill,Essex,MA,42.78,-71.08
01840,Lawrence,Essex,MA,42.7,-71.16
01841,Lawrence,Essex,MA,42.7,-71.16
01842,Lawrence,Essex,MA,42.7,-71.16
01843,Lawrence,Essex,MA,42.7,-71.16
01844,Methuen,Essex,MA,42.71,-71.18
01845,"North Andover",Essex,MA,42.7,-71.11
01850,Lowell,Middlesex,MA,42.63,-71.32
01851,Lowell,Middlesex,MA,42.63,-71.32
01852,Lowell,Middlesex,MA,42.63,-71.32
01853,Lowell,Middlesex,MA,42.63,-71.32
01854,Lowell,Middlesex,MA,42.63,-71.32
01860,Merrimac,Essex,MA,42.83,-71
01862,"North Billerica",Middlesex,MA,42.57,-71.29
01863,"North Chelmsford",Middlesex,MA,42.63,-71.39
01864,"North Reading",Middlesex,MA,42.56,-71.06
01865,"Nutting Lake",Middlesex,MA,42.54,-71.25
01866,Pinehurst,Middlesex,MA,42.53,-71.23
01867,Reading,Middlesex,MA,42.53,-71.1
01876,Tewksbury,Middlesex,MA,42.61,-71.23
01879,Tyngsboro,Middlesex,MA,42.68,-71.41
01880,Wakefield,Middlesex,MA,42.5,-71.06
01885,"West Boxford",Essex,MA,42.67,-71.03
01886,Westford,Middlesex,MA,42.58,-71.43
01887,Wilmington,Middlesex,MA,42.55,-71.16
01888,Woburn,Middlesex,MA,42.48,-71.15
01889,"North Reading",Middlesex,MA,42.56,-71.06
01890,Winchester,Middlesex,MA,42.45,-71.14
01899,Andover,Essex,MA,42.65,-71.14
01901,Lynn,Essex,MA,42.47,-70.96
01902,Lynn,Essex,MA,42.47,-70.96
01903,Lynn,Essex,MA,42.47,-70.96
01904,Lynn,Essex,MA,42.47,-70.96
01905,Lynn,Essex,MA,42.47,-70.96
01906,Saugus,Essex,MA,42.46,-71.01
01907,Swampscott,Essex,MA,42.46,-70.89
01908,Nahant,Essex,MA,42.42,-70.92
01910,Lynn,Essex,MA,42.47,-70.96
01913,Amesbury,Essex,MA,42.85,-70.92
01915,Beverly,Essex,MA,42.55,-70.84
01921,Boxford,Essex,MA,42.67,-70.98
01922,Byfield,Essex,MA,42.75,-70.93
01923,Danvers,Essex,MA,42.57,-70.95
01929,Essex,Essex,MA,42.63,-70.77
01930,Gloucester,Essex,MA,42.62,-70.66
01931,Gloucester,Essex,MA,42.62,-70.66
01936,Hamilton,Essex,MA,42.61,-70.86
01937,Hathorne,Essex,MA,42.57,-70.95
01938,Ipswich,Essex,MA,42.67,-70.83
01940,Lynnfield,Essex,MA,42.53,-71.04
